date,location,organiser,Title,band_1,band_2,band_3,band_4,band_5,band_6,poster_url,links
2018-03-31,underground,stoa60,gig,BLAME KADINSKY,REPRISAL,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2017-2018/2018-03-31_blame-kadinsky-reprisal.jpg,
2018-03-24,underground,stoa60,gig,CHAIN CULT,TIFFANY,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2017-2018/2018-03-24_chain-cult-tiffany.jpg,
2018-03-17,underground,stoa60,gig,ALIEN MUSTANGS,MELLOW LIZARD,MELLON SNACKMAN INGUANA,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2017-2018/2018-03-17_alien-mustangs-mellow-lizard-mellon-snackman-inguana.jpg,
2018-03-10,underground,stoa60,gig,CRISIS CALL,PURE VIOLENT HEDONISM,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2017-2018/2018-03-10_pureviolenthedonism.jpg,
2018-03-09,underground,stoa60,gig,VENUS VOLCANISM,IN ATLAS,IMPEDANCE,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2017-2018/2018-03-09_venus-volcanism-in-atlas-impedance.jpg,
2018-03-03,underground,stoa60,gig,ALLOCHIRIA,HASHIYA,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2017-2018/2018-03-03_allochiria-hashiya.jpg,
2018-02-24,underground,stoa60,gig,NEEDSPACE,THYMICS,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2017-2018/2018-02-24_needspace-thymics.jpg,
2018-02-17,underground,stoa60,gig,DOLLARS FOR DEADBEATS,ΝΤΕΡΤΙ DANCING,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2017-2018/2018-02-17_dollars-for-deadbeats-nterti-dancing.jpg,
2018-02-17,voutes,"stoa60, tameiosolidarity",gig,SARABANTE,BUCHANNONS,THIN BASTARDS,OTOMPRITSI MOTORI,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2017-2018/2018-02-17_tameio.jpg,
2018-02-10,underground,stoa60,gig,PUNKOFONIX,BABY CULT,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2017-2018/2018-02-10_punkofonix-baby-cult.jpg,
2018-02-03,underground,stoa60,gig,TURBO TEETH,TOKENO,ECHO CANYON,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2017-2018/2018-02-03_turbo-teeth-tokeno-echo-canyon.jpg,
2018-01-27,underground,stoa60,gig,KRAAK,ΑΔΑΕΙΣ,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2017-2018/2018-01-27_kraak-adaeis.jpg,
2018-01-20,underground,stoa60,gig,LOST BODIES,PROJECT MK ULTRA,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2017-2018/2018-01-20_lost-bodies-project-mk-ultra.jpg,
2018-01-13,underground,stoa60,gig,PULSE,QUEEN TAKES JACK,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2017-2018/2018-01-13_pulse-queen-takes-jack.jpg,
2017-12-23,underground,stoa60,gig,VFD,MISS ZEBRA x DIDI,DEEP x GAN,AEON x RAY,WONE,FLU,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2017-2018/2017-12-23_vfd-miss-zebra-x-didi-deep-and-gan-aeon-and-ray-wone-flu.jpg,
2017-12-09,underground,stoa60,gig,MINERVA SUPERDUTY,REPRISAL,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2017-2018/2017-12-09_minerva-superduty-reprisal.jpg,
2017-11-25,underground,stoa60,gig,PLAYGROUND,ΣΟΦΙΑ ΣΑΡΡΗ,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2017-2018/2017-11-25_playground-sofia-sarri.jpg,
2017-11-17,underground,stoa60,gig,THEIR METHLAB,SWIM TO CAPE SHERPA,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2017-2018/2017-11-17_their-methlab-swim-to-cape-sherpa.jpg,
2017-11-11,underground,stoa60,gig,ΗΞΧ,FILM JACKET 35,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2017-2018/2017-11-11_ixch-film-jacket-35.jpg,
2017-11-04,underground,stoa60,gig,LITTLE VIRGIN EXPERIENCE,BABY CULT,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2017-2018/2017-11-04_little-virgin-experience-baby-cult.jpg,
2017-10-28,underground,stoa60,gig,SOCIAL WASTE,,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2017-2018/2017-10-28_social-waste.jpg,
2017-10-21,underground,stoa60,gig,GEMMA,TWO HORSES AND A COW,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2017-2018/2017-10-21_gemma-two-horses-and-a-cow.jpg,
2017-10-14,underground,stoa60,gig,OBZERV,MELOW THE BOTTOM,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2017-2018/2017-10-14_obzerv-melow-the-bottom.jpg,
2017-10-08,underground,stoa60,gig,JOHNNY CARBONARAS,,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2017-2018/2017-10-08_johnny-carbonaras.jpg,
2017-10-06,underground,stoa60,gig,MY TURN,THE THIN BASTARDS,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2017-2018/2017-10-06_my-turn-the-thin-bastards.jpg,
2017-09-30,georgiadis,stoa60,Down Tuned Dazed,LAST RIZZLA,AGNES VEIN,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2017-2018/2017-09-30_DOWNTUNEDDAZED_fest.jpg,
2017-09-16,xenia,stoa60,Party,ΠΑΡ'ΤΗ PARTY,,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2017-2018/2017-09-16_Parth.jpg,
2017-05-12,xenia,stoa60,Party,2 ΧΡΟΝΙΑ ΣΤΟΑ60,,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2016-2017/2017-05-12_2yearsStoa.jpg,
2017-05-06,underground,stoa60,gig,ΟΤΟΜΠΡΙΤΣΙ ΜΟΤΟΡΙ,THYMICS,THE THIN BASTARDS,SORDEM,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2016-2017/2017-05-06_otobritsi-motori-thymics-the-thin-bastards-sordem.jpg,
2017-04-29,underground,stoa60,gig,DEATH GRIVE,GROOM IN VINEYARDS,IMPEDANCE,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2016-2017/2017-04-29_death-grive-groom-in-vineyards-impedance.jpg,
2017-04-22,underground,stoa60,gig,CONSPIRACY OF DENIAL,BELOW THE BOTTOM,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2016-2017/2017-04-22_conspiracy-of-denial-below-the-bottom.jpg,
2017-04-07,underground,stoa60,gig,KALPA,PURE VIOLENT HEDONISM,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2016-2017/2017-04-07_kalpa-pure-violent-hedonism.jpg,
2017-04-01,underground,stoa60,gig,COSMIC PLUNGE,WISE ASTRONOMIST,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2016-2017/2017-04-01_cosmic-plunge-wise-astronomist.jpg,
2017-03-25,underground,stoa60,gig,WISH UPON A STAR,PUNKOFONIX,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2016-2017/2017-03-25_wish-upon-a-star-punkofonix.jpg,
2017-03-18,underground,stoa60,gig,SHATTERED HOPE,OMEGA MONOLITH,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2016-2017/2017-03-18_shattered-hope-omega-monolith.jpg,
2017-03-11,underground,stoa60,gig,RAW NOISE APES,NOMA,ΜΕΛΑΙΝΑ ΧΟΛΗ,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2016-2017/2017-03-11_raw-noise-apes-noma-melaina-choli.jpg,
2017-03-04,underground,stoa60,gig,JOHNNY CARBONARAS,ΦΟΥΝΤΟΥΚΙΑ,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2016-2017/2017-03-04_johnny-carbonaras-fountoukia.jpg,
2017-02-24,underground,stoa60,gig,BABEL TRIO,FELIMORMIA,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2016-2017/2017-02-24_babel-trio-felimormia.jpg,
2017-02-11,underground,stoa60,gig,LITTLE VIRGIN EXPERIENCE,BABY CULT,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2016-2017/2017-02-11_little-virgin-experience-baby-cult.jpg,
2017-02-04,underground,stoa60,gig,MILLIONS OF DEAD TOURISTS,PS STAMPS BACK,ΞΕΡΑ,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2016-2017/2017-02-04_millions-of-dead-tourists-ps-stamps-back-xera.jpg,
2017-01-28,underground,stoa60,gig,MONK,SKUMA,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2016-2017/2017-01-28_monk-skuma.jpg,
2017-01-21,underground,stoa60,gig,CIRCASSIAN,SWIM TO CAPE SHERPA,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2016-2017/2017-01-21_circassian-swim-to-cape-sherpa.jpg,
2017-01-14,underground,stoa60,gig,RAMDAT,ΞΕΦΡΕΝΟ ΑΕΡΟΣΤΑΤΟ,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2016-2017/2017-01-14_ramdat-xefreno-aerostato.jpg,
2017-01-07,underground,stoa60,gig,THE ART OF RAW RECORDS,FER DE LANCE,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2016-2017/2017-01-07_the-art-of-raw-records-and-fer-de-lance.jpg,
2016-12-17,underground,stoa60,gig,THE STEAMS,MELLOW LIZARD,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2016-2017/2016-12-17_the-steams-mellow-lizard.jpg,
2016-12-10,underground,stoa60,gig,REPRISAL,SARABANTE,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2016-2017/2016-12-10_reprisal-sarabante.jpg,
2016-11-26,underground,stoa60,gig,PUNKOFONIX,ΟΤΟΜΠΡΙΤΣΙ ΜΟΤΟΡΙ,ΑΔΑΕΙΣ,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2016-2017/2016-11-26_punkofonix-otobritsi-motori-adaeis.jpg,
2016-11-19,underground,stoa60,gig,CRAANG AND MANDA RAY,,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2016-2017/2016-11-19_craang-and-manda-ray.jpg,
2016-11-05,underground,stoa60,gig,BELOW THE BOTTOM,NEVER-TRUST,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2016-2017/2016-11-05_below-the-bottom-never-trust_v2.jpg,
2016-10-29,underground,stoa60,gig,HAND & LEG,THYMICS,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2016-2017/2016-10-29_hand-and-leg-thymics.jpg,
2016-10-22,underground,stoa60,gig,VOID DROID,WISE ASTRONOMIST,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2016-2017/2016-10-22_void-droid-wise-astronomist.jpg,
2016-10-15,underground,stoa60,gig,FILM JACKET 35. THE THIN BASTARDS,,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2016-2017/2016-10-15_film-jacket-35-the-thin-bastards.jpg,
2016-10-05,underground,stoa60,gig,FOX DEVILS WILD,ΝΤΕΡΤΙ DANCING,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2016-2017/2016-10-05_fox-devils-wild-dirty-dancing.jpg,
2016-09-10,xenia,stoa60,Party,PARTY ΞΕΝΙΑ,,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2016-2017/2016-09-10_SecondXenia.jpg,
2016-06-18,xenia,stoa60,Party,PARTY ΞΕΝΙΑ,,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2015-2016/2016-06-18_firstXenia.jpg,
2016-05-13,underground,stoa60,gig,BURN THE SUN,WISE ASTRONOMIST,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2015-2016/2016-05-13_burn-the-sun-wise-astronomist.jpg,
2016-05-07,underground,stoa60,gig,MISS ZEBRA,ΛΑΘΟΣ ΕΠΟΧΗ,ΠΡΟΠΑΤΩΡ,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2015-2016/2016-05-07_miss-zebra-lathos-epochi-propator.jpg,
2016-04-23,underground,stoa60,gig,THE KANGOORS,LOLLIPOP,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2015-2016/2016-04-23_the-kangoors-lollipop.jpg,
2016-04-09,underground,stoa60,gig,KAMIKAZI,ΟΤΟΜΠΡΙΤΣΙ ΜΟΤΟΡΙ,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2015-2016/2016-04-09_kamikazi-otobritsi-motori.jpg,
2016-04-03,underground,stoa60,gig,WHAM JAH,KOSTADIS,DEADGUM,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2015-2016/2016-04-03_corpses-cosmic-plunge_v2.jpg,
2016-03-26,underground,stoa60,gig,PROCRASTINATE,OUTREIGN,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2015-2016/2016-03-26_procrastinate-outreign.jpg,
2016-03-19,underground,stoa60,gig,THE BUCHANNONS,THYMICS,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2015-2016/2016-03-19_the-buchannons-thymics.jpg,
2016-03-12,underground,stoa60,gig,KOONOOPOMANA,MELLOW LIZARD,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2015-2016/2016-03-12_koonoopomana-mellow-lizard.jpg,
2016-03-04,underground,stoa60,gig,CORPSES,COSMIC PLUNGE,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2015-2016/2016-03-04_wham-jah-kostadis-deadgum.jpg,
2016-02-27,underground,stoa60,gig,ΜΑΥΡΟ ΓΑΛΑ,DIRTY WOMBS,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2015-2016/2016-02-27_mavro-gala-dirty-wombs.jpg,
2016-02-06,underground,stoa60,gig,THE SUSHI KILLERS,ΦΟΥΝΤΟΥΚΙΑ,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2015-2016/2016-02-06_the-sushi-killers-fountoukia.jpg,
2016-01-30,underground,stoa60,gig,KATAXNIA,REPRISAL,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2015-2016/2016-01-30_kataxnia-reprisal.jpg,
2016-01-23,underground,stoa60,gig,RITA MOSS,LAST DAYS OF S.E.X,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2015-2016/2016-01-23_rita-moss-last-days-of-sex_v2.jpg,
2016-01-16,underground,stoa60,gig,SWIM TO CAPE SHERPA,SNAP,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2015-2016/2016-01-16_swim-to-cape-sherpa-snap.jpg,
2015-12-19,underground,stoa60,gig,ΑΧΑΙΡΕΥΤΟΙ,MANAKULA,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2015-2016/2015-12-19_axaireftoi-mankula.jpg,
2015-12-05,underground,stoa60,gig,NERRVES,PROJECT MK ULTRA,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2015-2016/2015-12-05_nerrves-project-mk-ultra.jpg,
2015-11-28,underground,stoa60,gig,WISE ASTRONOMIST,THYMICS,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2015-2016/2015-11-28_wise-astronomist-thymics.jpg,
2015-11-14,underground,stoa60,gig,CHRONOBOROS,BELOW THE BOTTOM,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2015-2016/2015-11-14_chronoboros-below-the-bottom.jpg,
2015-10-03,georgiadis,stoa60,Party,Πρώτο Πάρτυ,,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2015-2016/2015-10-03-First.jpg,
